,academic_year,inst_name,city,state,zipcode,sector
58393,2011,University of Maryland-Baltimore,Baltimore,MD,21201-1627,1
58367,2011,University of Maryland-College Park,College Park,MD,20742,1
58409,2011,University of Maryland-University College,Adelphi,MD,20783-8010,1
79518,2011,University of Massachusetts-Boston,Boston,MA,02125-3393,1
49042,2011,University of Medicine and Dentistry of New Jersey,Newark,NJ,07101-1709,1
33548,2011,University of Memphis,Memphis,TN,38152,1
68998,2011,University of Miami,Coral Gables,FL,33124,2
55290,2011,University of Michigan-Ann Arbor,Ann Arbor,MI,48109,1
55235,2011,University of Michigan-Dearborn,Dearborn,MI,48128-1491,1
55222,2011,University of Michigan-Flint,Flint,MI,48502-1950,1
54236,2011,University of Minnesota-Crookston,Crookston,MN,56716-5001,1
54144,2011,University of Minnesota-Duluth,Duluth,MN,55812,1
54131,2011,University of Minnesota-Morris,Morris,MN,56267,1
83684,2011,University of Minnesota-Twin Cities,Minneapolis,MN,55455-0213,1
53310,2011,University of Mississippi Medical Center,Jackson,MS,39216-4505,1
79609,2011,University of Missouri-Columbia,Columbia,MO,65211,1
78874,2011,University of Mobile,Mobile,AL,36613-2842,2
51379,2011,University of Montana-Helena College of Technology,Helena,MT,59601,4
78861,2011,University of Montevallo,Montevallo,AL,35115-6000,1
50797,2011,University of Nebraska Central Administration System Office,Lincoln,NE,68583-0743,0
50914,2011,University of Nebraska Medical Center,Omaha,NE,68198-7815,1
51028,2011,University of Nebraska at Kearney,Kearney,NE,68849-1212,1
50668,2011,University of Nevada-Las Vegas,Las Vegas,NV,89154,1
50655,2011,University of Nevada-Reno,Reno,NV,89557,1
59018,2011,University of New England,Biddeford,ME,04005-9599,2
79763,2011,University of New Hampshire-Main Campus,Durham,NH,03824-3547,1
70744,2011,University of New Haven,West Haven,CT,6516,2
79690,2011,University of New Mexico-Main Campus,Albuquerque,NM,87106,1
59538,2011,University of New Orleans,New Orleans,LA,70148,1
78848,2011,University of North Alabama,Florence,AL,35632-0001,1
43842,2011,University of North Carolina System Office,Chapel Hill,NC,27515-2688,0
43894,2011,University of North Carolina at Asheville,Asheville,NC,28804-8510,1
43881,2011,University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,1
84254,2011,University of North Carolina at Charlotte,Charlotte,NC,28223-0001,1
43868,2011,University of North Carolina at Greensboro,Greensboro,NC,27402-6170,1
43745,2011,University of North Carolina at Pembroke,Pembroke,NC,28372-1510,1
81740,2011,University of North Dakota,Grand Forks,ND,58202-8193,1
68883,2011,University of North Florida,Jacksonville,FL,32224-2645,1
31300,2011,University of North Texas,Denton,TX,76203-1277,1
71477,2011,University of Northern Colorado,Greeley,CO,80639,1
62060,2011,University of Northern Iowa,Cedar Falls,IA,50614-0005,1
41257,2011,University of Northwestern Ohio,Lima,OH,45805,2
62998,2011,University of Notre Dame,Notre Dame,IN,46556,2
40126,2011,University of Oklahoma Health Sciences Center,Oklahoma City,OK,73104-5499,1
40032,2011,University of Oklahoma Norman Campus,Norman,OK,73019-3072,1
39255,2011,University of Oregon,Eugene,OR,97403,1
36756,2011,University of Pennsylvania,Philadelphia,PA,19104-6303,2
86679,2011,University of Phoenix-Central Florida Campus,Maitland,FL,32751-7001,3
86523,2011,University of Phoenix-Hawaii Campus,Honolulu,HI,96813-3800,3
14712,2011,University of Phoenix-Las Vegas Campus,Las Vegas,NV,89128-4340,3
12561,2011,University of Phoenix-Louisiana Campus,Metairie,LA,70001-2082,3
9021,2011,University of Phoenix-Maryland Campus,Columbia,MD,21045-5423,3
86549,2011,University of Phoenix-Metro Detroit Campus,Troy,MI,48098-2623,3
86753,2011,University of Phoenix-Oklahoma City Campus,Oklahoma City,OK,73116-8244,3
21385,2011,University of Phoenix-Online Campus,Phoenix,AZ,85034-7209,3
9919,2011,University of Phoenix-Oregon Campus,Tigard,OR,97223-8328,3
82130,2011,University of Phoenix-Phoenix-Hohokam Campus,Phoenix,AZ,85040-1958,3
19652,2011,University of Phoenix-Puerto Rico Campus,Guaynabo,PR,00968-3028,3
86303,2011,University of Phoenix-Southern California Campus,Costa Mesa,CA,92626-3099,3
19928,2011,University of Phoenix-Utah Campus,Salt Lake City,UT,84123-4642,3
36317,2011,University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,5
39168,2011,University of Portland,Portland,OR,97203-5798,2
80070,2011,University of Puerto Rico-Carolina,Carolina,PR,00984-4800,1
27748,2011,University of Puget Sound,Tacoma,WA,98416,2
73287,2011,University of Redlands,Redlands,CA,92373-0999,2
35614,2011,University of Rhode Island,Kingston,RI,2881,1
40982,2011,University of Rio Grande,Rio Grande,OH,45674,2
81766,2011,University of Rochester,Rochester,NY,14627-0011,2
25187,2011,University of Sacred Heart,Santurce,PR,907,2
64310,2011,University of Saint Mary of the Lake,Mundelein,IL,60060-1174,2
61016,2011,University of Saint Mary,Leavenworth,KS,66048-5082,2
73110,2011,University of San Diego,San Diego,CA,92110-2492,2
73027,2011,University of San Francisco,San Francisco,CA,94117-1080,2
39898,2011,University of Science and Arts of Oklahoma,Chickasha,OK,73018-5322,1
36365,2011,University of Scranton,Scranton,PA,18510-4629,2
34366,2011,University of Sioux Falls,Sioux Falls,SD,57105-1699,2
80044,2011,University of South Alabama,Mobile,AL,36688-0002,1
34942,2011,University of South Carolina-Aiken,Aiken,SC,29801,1
34916,2011,University of South Carolina-Columbia,Columbia,SC,29208,1
34903,2011,University of South Carolina-Lancaster,Lancaster,SC,29720,4
34890,2011,University of South Carolina-Salkehatchie,Allendale,SC,29810,4
34877,2011,University of South Carolina-Sumter,Sumter,SC,29150-2498,4
34864,2011,University of South Carolina-Union,Union,SC,29379,4
34825,2011,University of South Carolina-Upstate,Spartanburg,SC,29303-4999,1
34303,2011,University of South Dakota,Vermillion,SD,57069-2390,1
72522,2011,University of Southern California,Los Angeles,CA,90089,2
63380,2011,University of Southern Indiana,Evansville,IN,47712,1
53151,2011,University of Southern Mississippi,Hattiesburg,MS,39406-0001,1
64060,2011,University of Spa & Cosmetology Arts,Springfield,IL,62704,9
64417,2011,University of St Francis,Joliet,IL,60435-6188,2
31090,2011,University of St Thomas,Houston,TX,77006-4696,2
53772,2011,University of St Thomas,Saint Paul,MN,55105-1078,2
39786,2011,University of Tulsa,Tulsa,OK,74104-3189,2
29955,2011,University of Utah,Salt Lake City,UT,84112-9008,1
29751,2011,University of Vermont,Burlington,VT,05405-0160,1
28524,2011,University of Virginia-Main Campus,Charlottesville,VA,22903,1
79776,2011,University of Washington-Seattle Campus,Seattle,WA,98195-4550,1
78929,2011,University of West Alabama,Livingston,AL,35470,1
66866,2011,University of West Georgia,Carrollton,GA,30118-0001,1
26210,2011,University of Wisconsin Colleges,Madison,WI,53708-8680,4
23956,2011,University of Wisconsin Extension,Madison,WI,53706,0
26086,2011,University of Wisconsin-Eau Claire,Eau Claire,WI,54702-4004,1
26073,2011,University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,1
26060,2011,University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,1
25966,2011,University of Wisconsin-Madison,Madison,WI,53706-1380,1
25953,2011,University of Wisconsin-Milwaukee,Milwaukee,WI,53201-0413,1
26031,2011,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,1
26018,2011,University of Wisconsin-Parkside,Kenosha,WI,53141-2000,1
25940,2011,University of Wisconsin-Platteville,Platteville,WI,53818-3001,1
25927,2011,University of Wisconsin-River Falls,River Falls,WI,54022-5001,1
25914,2011,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,1
26005,2011,University of Wisconsin-Stout,Menomonie,WI,54751,1
25992,2011,University of Wisconsin-Superior,Superior,WI,54880-4500,1
25979,2011,University of Wisconsin-System Administration,Madison,WI,53706,0
26142,2011,University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,1
25798,2011,University of Wyoming,Laramie,WY,82071,1
60703,2011,University of the Cumberlands,Williamsburg,KY,40769,2
81896,2011,University of the District of Columbia,Washington,DC,20008,1
31785,2011,University of the Incarnate Word,San Antonio,TX,78209,2
77149,2011,University of the Ozarks,Clarksville,AR,72830,2
81298,2011,University of the Pacific,Stockton,CA,95211-0197,2
79466,2011,University of the Virgin Islands,Charlotte Amalie,VI,00802-9990,1
21170,2011,Upper Cape Cod Regional Technical School,Bourne,MA,2532,7
61837,2011,Upper Iowa University,Fayette,IA,52142-1857,2
11083,2011,Urban College of Boston,Boston,MA,02111-1093,5
40668,2011,Urbana University,Urbana,OH,43078-2091,2
36049,2011,Ursinus College,Collegeville,PA,19426-1000,2
40655,2011,Ursuline College,Pepper Pike,OH,44124,2
79952,2011,Utah State University,Logan,UT,84322-1400,1
45200,2011,Utica College,Utica,NY,13502-4892,2
45187,2011,Utica School of Commerce,Utica,NY,13501,6
66905,2011,Valdosta State University,Valdosta,GA,31698,1
84462,2011,Valley Beauty School,Cambridge,OH,43725,6
42954,2011,Valley City State University,Valley City,ND,58072,1
36036,2011,Valley Forge Christian College,Phoenixville,PA,19460,2
36023,2011,Valley Forge Military College,Wayne,PA,19087-3695,5
62750,2011,Valparaiso University,Valparaiso,IN,46383,2
43367,2011,Vance-Granville Community College,Henderson,NC,27536,4
32946,2011,Vanderbilt University,Nashville,TN,37240,2
86575,2011,Vanguard Career Center,Fremont,OH,43420,7
83332,2011,Vanguard College of Cosmetology,Slidell,LA,70458-0458,9
72625,2011,Vanguard University of Southern California,Costa Mesa,CA,92626,2
13842,2011,Vantage Career Center,Van Wert,OH,45891,7
45170,2011,Vassar College,Poughkeepsie,NY,12604,2
48700,2011,Vaughn College of Aeronautics and Technology,Flushing,NY,11369,2
14103,2011,Veeb Nassau County School of Practical Nursing,Uniondale,NY,11553,7
65845,2011,Vees School of Beauty Culture,East Saint Louis,IL,62205,9
76949,2011,Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,9
13618,2011,Venango County Area Vocational Technical School,Oil City,PA,16301,7
14660,2011,Ventura Adult and Continuing Education,Ventura,CA,93003-0000,7
80296,2011,Ventura College,Ventura,CA,93003-3872,4
36010,2011,Venus Beauty Academy,Sharon Hill,PA,19079,9
29764,2011,Vermont Law School,South Royalton,VT,05068-0096,2
79570,2011,Vermont Technical College,Randolph Center,VT,05061-0500,1
30432,2011,Vernon College,Vernon,TX,76384-4092,4
37157,2011,Vet Tech Institute,Pittsburgh,PA,15222-3400,6
72350,2011,Victor Valley Beauty College Inc,Victorville,CA,92395,9
30419,2011,Victoria Beauty College Inc,Victoria,TX,77901-6233,9
30406,2011,Victoria College,Victoria,TX,77901,4
35997,2011,Villanova University,Villanova,PA,19085-1699,2
62737,2011,Vincennes Beauty College,Vincennes,IN,47591,9
79939,2011,Vincennes University,Vincennes,IN,47591,1
39770,2011,Virgils Beauty College,Muskogee,OK,74401-6802,9
20459,2011,Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456-2499,7
12852,2011,Virginia College-Birmingham,Birmingham,AL,35209,3
12839,2011,Virginia College-Huntsville,Huntsville,AL,35805-9945,3
28543,2011,Virginia Commonwealth University,Richmond,VA,23284-2512,1
28601,2011,Virginia Highlands Community College,Abingdon,VA,24212-0828,4
28588,2011,Virginia Intermont College,Bristol,VA,24201,2
40642,2011,Virginia Marti College of Art and Design,Lakewood,OH,44107,6
28511,2011,Virginia Military Institute,Lexington,VA,24450-0304,1
28575,2011,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,1
28498,2011,Virginia School of Hair Design,Hampton,VA,23669,9
10895,2011,Virginia School of Massage,Charlottesville,VA,22901,9
28471,2011,Virginia State University,Petersburg,VA,23806,1
28458,2011,Virginia Union University,Richmond,VA,23220,2
28445,2011,Virginia Wesleyan College,Norfolk,VA,23502-5599,2
28562,2011,Virginia Western Community College,Roanoke,VA,24015,4
26197,2011,Viterbo University,La Crosse,WI,54601-8804,2
10017,2011,Vogue Beauty School,Hiram,GA,30141-2226,9
32933,2011,Volunteer State Community College,Gallatin,TN,37066-3188,4
34715,2011,Voorhees College,Denmark,SC,29042,2
62721,2011,Wabash College,Crawfordsville,IN,47933-0352,2
31413,2011,Wade College,Dallas,TX,75207,6
45127,2011,Wagner College,Staten Island,NY,10301-4495,2
43354,2011,Wake Forest University,Winston Salem,NC,27106,2
43341,2011,Wake Technical Community College,Raleigh,NC,27603-5696,4
72318,2011,Walden University,Minneapolis,MN,55401,3
61814,2011,Waldorf College,Forest City,IA,50436-1713,3
27526,2011,Walla Walla Community College,Walla Walla,WA,99362-9267,4
54791,2011,Walsh College of Accountancy and Business Administration,Troy,MI,48083-5066,2
40629,2011,Walsh University,North Canton,OH,44720-3396,2
32920,2011,Walters State Community College,Morristown,TN,37813-6899,4
87274,2011,Warner Pacific College,Portland,OR,97215-4026,2
16579,2011,Warren County Career Center,Lebanon,OH,45036-1099,4
24922,2011,Warren County Community College,Washington,NJ,07882-4343,4
43328,2011,Warren Wilson College,Swannanoa,NC,28778-2099,2
61801,2011,Wartburg College,Waverly,IA,50677-0903,2
61788,2011,Wartburg Theological Seminary,Dubuque,IA,52003-7797,2
60912,2011,Washburn University,Topeka,KS,66621-0001,1
35958,2011,Washington & Jefferson College,Washington,PA,15301,2
58056,2011,Washington Bible College-Capital Bible Seminary,Lanham,MD,20706-3599,2
58043,2011,Washington College,Chestertown,MD,21620-1438,2
28406,2011,Washington County Adult Skill Center,Abingdon,VA,24210,7
13868,2011,Washington County Career Center-Adult Technical Training,Marietta,OH,45750,7
35984,2011,Washington Hospital School of Nursing,Washington,PA,15301,5
35971,2011,Washington Hospital School of Radiography,Washington,PA,15301,5
14025,2011,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing,Saratoga Springs,NY,12866,7
40616,2011,Washington State Community College,Marietta,OH,45750,4
81532,2011,Washington State University,Pullman,WA,99164-5910,1
58030,2011,Washington Theological Union,Washington,DC,20012,2
51631,2011,Washington University in St Louis,Saint Louis,MO,63130-4899,2
28432,2011,Washington and Lee University,Lexington,VA,24450-2116,2
68202,2011,Washington-Holmes Technical Center,Chipley,FL,32428-1618,4
54778,2011,Washtenaw Community College,Ann Arbor,MI,48105-4800,4
43315,2011,Watts School of Nursing,Durham,NC,27705-2505,5
64023,2011,Waubonsee Community College,Sugar Grove,IL,60554-0901,4
26171,2011,Waukesha County Technical College,Pewaukee,WI,53072-4601,4
66892,2011,Waycross College,Waycross,GA,31503-0110,4
30331,2011,Wayland Baptist University,Plainview,TX,79072,2
43302,2011,Wayne Community College,Goldsboro,NC,27533-8002,4
54765,2011,Wayne County Community College District,Detroit,MI,48226,4
14051,2011,Wayne Finger Lakes BOCES-School of Practical Nursing,Newark,NY,14513-1863,7
50784,2011,Wayne State College,Wayne,NE,68787,1
54752,2011,Wayne State University,Detroit,MI,48202,1
30318,2011,Weatherford College,Weatherford,TX,76086-5699,4
45113,2011,Webb Institute,Glen Cove,NY,11542-1398,2
68189,2011,Webber International University,Babson Park,FL,33827-0096,2
29942,2011,Weber State University,Ogden,UT,84408-1137,1
51618,2011,Webster University,Saint Louis,MO,63119-3194,2
47960,2011,Weill Cornell Medical College,New York,NY,10065,2
35927,2011,Welder Training and Testing Institute,Allentown,PA,18109-3253,9
56265,2011,Wellesley College,Wellesley,MA,02481-8203,2
45100,2011,Wells College,Aurora,NY,13026-0500,2
27497,2011,Wenatchee Valley College,Wenatchee,WA,98801-1799,4
56252,2011,Wentworth Institute of Technology,Boston,MA,2115,2
13764,2011,Wes Watkins Technology Center,Wetumka,OK,74883-6155,7
53098,2011,Wesley Biblical Seminary,Jackson,MS,39286,2
70308,2011,Wesley College,Dover,DE,19901-3875,2
70095,2011,Wesley Theological Seminary,Washington,DC,20016-5690,2
66879,2011,Wesleyan College,Macon,GA,31210-4462,2
70496,2011,Wesleyan University,Middletown,CT,6459,2
35914,2011,West Chester University of Pennsylvania,West Chester,PA,19383,1
54739,2011,West Shore Community College,Scottville,MI,49454-0277,4
32907,2011,West Tennessee Business College,Jackson,TN,38301,6
30301,2011,West Texas A & M University,Canyon,TX,79016-0001,1
79664,2011,West Valley College,Saratoga,CA,95070-5698,4
85342,2011,West Virginia Business College-Wheeling,Wheeling,WV,26003,6
81415,2011,West Virginia Northern Community College,Wheeling,WV,26003-3699,4
26970,2011,West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901,1
80270,2011,West Virginia State University,Institute,WV,25112-1000,1
27044,2011,West Virginia University at Parkersburg,Parkersburg,WV,26104,1
85329,2011,West Virginia University,Morgantown,WV,26506-6201,1
26944,2011,West Virginia Wesleyan College,Buckhannon,WV,26201-2994,2
45058,2011,Westchester School of Beauty Culture,Mount Vernon,NY,10550-2295,9
19598,2011,Westech College,Ontario,CA,91764,9
21999,2011,Western Area Career and Technology Center,Canonsburg,PA,15317,7
43193,2011,Western Carolina University,Cullowhee,NC,28723-9646,1
70476,2011,Western Connecticut State University,Danbury,CT,06810-6826,1
34290,2011,Western Dakota Technical Institute,Rapid City,SD,57703-4018,4
9663,2011,Western Governors University,Salt Lake City,UT,84107,2
40597,2011,Western Hills School of Beauty and Hair Design,Cincinnati,OH,45211,6
63997,2011,Western Illinois University,Macomb,IL,61455,1
77821,2011,Western International University,Phoenix,AZ,85021,3
61762,2011,Western Iowa Tech Community College,Sioux City,IA,51102-5199,4
60035,2011,Western Kentucky University,Bowling Green,KY,42101-1000,1
54723,2011,Western Michigan University,Kalamazoo,MI,49008-5167,1
48720,2011,Western New Mexico University,Silver City,NM,88061,1
39757,2011,Western Oklahoma State College,Altus,OK,73521-1397,4
38974,2011,Western Oregon University,Monmouth,OR,97361-1394,1
35901,2011,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224,5
43289,2011,Western Piedmont Community College,Morganton,NC,28655-4511,4
80466,2011,Western Seminary,Portland,OR,97215-3367,2
71240,2011,Western State College of Colorado,Gunnison,CO,81231,1
12745,2011,Western Suffolk BOCES,Northport,NY,11768,4
13803,2011,Western Technology Center,Burns Flat,OK,73624-1469,7
30288,2011,Western Texas College,Snyder,TX,79549,4
54710,2011,Western Theological Seminary,Holland,MI,49423-3622,2
75539,2011,Western University of Health Sciences,Pomona,CA,91766-1854,2
27484,2011,Western Washington University,Bellingham,WA,98225-9008,1
25811,2011,Western Wyoming Community College,Rock Springs,WY,82902-0428,4
51589,2011,Westminster College,Fulton,MO,65251-1299,2
35888,2011,Westminster College,New Wilmington,PA,16172,2
29929,2011,Westminster College,Salt Lake City,UT,84105,2
72229,2011,Westminster Theological Seminary in California,Escondido,CA,92027,2
35875,2011,Westminster Theological Seminary,Glenside,PA,19038,2
72216,2011,Westmont College,Santa Barbara,CA,93108-1089,2
35862,2011,Westmoreland County Community College,Youngwood,PA,15697-1895,4
68161,2011,Westside Tech,Winter Garden,FL,34787-3733,4
71732,2011,Westwood College-Denver North,Denver,CO,80221,3
19711,2011,Westwood College-Denver South,Denver,CO,80227-5507,3
17075,2011,Westwood College-Dupage,Woodridge,IL,60517,3
72949,2011,Westwood College-Los Angeles,Los Angeles,CA,90010,3
52251,2011,Westwood College-O'Hare Airport,Chicago,IL,60631,3
30275,2011,Wharton County Junior College,Wharton,TX,77488,4
27471,2011,Whatcom Community College,Bellingham,WA,98226,4
56203,2011,Wheaton College,Norton,MA,2766,2
63984,2011,Wheaton College,Wheaton,IL,60187-5593,2
26928,2011,Wheeling Jesuit University,Wheeling,WV,26003,2
56190,2011,Wheelock College,Boston,MA,02215-4176,2
9090,2011,White Earth Tribal and Community College,Mahnomen,MN,56557,5
27458,2011,Whitman College,Walla Walla,WA,99362,2
79417,2011,Whittier College,Whittier,CA,90601,2
60899,2011,Wichita Area Technical College,Wichita,KS,67226,4
60886,2011,Wichita State University,Wichita,KS,67260-0124,1
60873,2011,Wichita Technical Institute,Wichita,KS,67213-1927,9
84816,2011,Widener University-Main Campus,Chester,PA,19013-5792,2
40584,2011,Wilberforce University,Wilberforce,OH,45384-1001,2
30262,2011,Wiley College,Marshall,TX,75670,2
43276,2011,Wilkes Community College,Wilkesboro,NC,28697,4
35848,2011,Wilkes University,Wilkes-Barre,PA,18766,2
38987,2011,Willamette University,Salem,OR,97301,2
73001,2011,William Jessup University,Rocklin,CA,95765-3707,2
51576,2011,William Jewell College,Liberty,MO,64068-1896,2
53628,2011,William Mitchell College of Law,Saint Paul,MN,55105-3076,2
32894,2011,William Moore College of Technology,Memphis,TN,38104-7240,5
49019,2011,William Paterson University of New Jersey,Wayne,NJ,7470,1
61749,2011,William Penn University,Oskaloosa,IA,52577,2
51563,2011,William Woods University,Fulton,MO,65251-1098,2
77001,2011,Williams Baptist College,Walnut Ridge,AR,72476,2
56177,2011,Williams College,Williamstown,MA,1267,2
34702,2011,Williamsburg Technical College,Kingstree,SC,29556-4197,4
13881,2011,Willoughby-Eastlake School of Practical Nursing,Willoughby,OH,44094,7
40571,2011,Wilmington College,Wilmington,OH,45177,2
35818,2011,Wilson College,Chambersburg,PA,17201-1285,2
21625,2011,Windham Memorial Hospital-Radiologic Technology Program,Willimantic,CT,06226-2040,5
66589,2011,Windward Community College,Kaneohe,HI,96744-3598,4
40558,2011,Winebrenner Theological Seminary,Findlay,OH,45840,2
43245,2011,Wingate University,Wingate,NC,28174-0159,2
53641,2011,Winona State University,Winona,MN,55987-5838,1
43219,2011,Winston Salem Barber School,Winston Salem,NC,27127,9
43206,2011,Winston-Salem State University,Winston-Salem,NC,27110-0001,1
68134,2011,Winter Park Tech,Winter Park,FL,32789,4
34689,2011,Winthrop University,Rock Hill,SC,29733,1
26129,2011,Wisconsin Indianhead Technical College,Shell Lake,WI,54871-8727,4
26047,2011,Wisconsin Lutheran College,Milwaukee,WI,53226-4699,2
26116,2011,Wisconsin School of Professional Psychology,Milwaukee,WI,53225-4960,2
68121,2011,Withlacoochee Technical Institute,Inverness,FL,34450-4696,4
40545,2011,Wittenberg University,Springfield,OH,45504,2
34676,2011,Wofford College,Spartanburg,SC,29303-3663,2
45039,2011,Wood Tobe-Coburn School,New  York,NY,10016-0190,6
72191,2011,Woodbury University,Burbank,CA,91510-7846,2
39744,2011,Woodward Beauty College,Woodward,OK,73801,9
58001,2011,Wor-Wic Community College,Salisbury,MD,21804-7131,4
56164,2011,Worcester Polytechnic Institute,Worcester,MA,01609-2280,2
45026,2011,Word of Life Bible Institute,Pottersville,NY,12860-0129,5
66644,2011,World Medicine Institute,Honolulu,HI,96821,2
54688,2011,Wright Beauty Academy,Battle Creek,MI,49015,9
55515,2011,Wright Beauty Academy,Portage,MI,49002,9
81545,2011,Wright State University-Main Campus,Dayton,OH,45435-0001,1
28372,2011,Wytheville Community College,Wytheville,VA,24382-3308,4
59209,2011,Xavier University of Louisiana,New Orleans,LA,70125-1098,2
40519,2011,Xavier University,Cincinnati,OH,45207-1092,2
27432,2011,Yakima Valley Community College,Yakima,WA,98907-2520,4
82717,2011,Yale University,New Haven,CT,6520,2
70463,2011,Yale-New Haven Hospital Dietetic Internship,New Haven,CT,6510,2
77805,2011,Yavapai College,Prescott,AZ,86301,4
9034,2011,Yeshiva College of the Nations Capital,Silver  Spring,MD,20902,2
12826,2011,Yeshiva D'monsey Rabbinical College,Monsey,NY,10952,2
44981,2011,Yeshiva Derech Chaim,Brooklyn,NY,11218-4413,2
20969,2011,Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11219,2
24530,2011,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237,2
45010,2011,Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,2
72156,2011,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,90046,2
44952,2011,Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,2
71227,2011,Yeshiva Toras Chaim Talmudical Seminary,Denver,CO,80204,2
44939,2011,Yeshiva University,New York,NY,10033-3299,2
24896,2011,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,11230,2
44968,2011,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,10549,2
9995,2011,Yeshiva of the Telshe Alumni,Riverdale,NY,10471,2
23405,2011,Yeshivah Gedolah Rabbinical College,Miami Beach,FL,33139,2
17220,2011,Yeshivas Novominsk,Brooklyn,NY,11204,2
44997,2011,Yeshivat Mikdash Melech,Brooklyn,NY,11230-9963,2
35804,2011,Yeshivath Beth Moshe,Scranton,PA,18505,2
44926,2011,Yeshivath Viznitz,Monsey,NY,10952,2
44913,2011,Yeshivath Zichron Moshe,South Fallsburgh,NY,12779,2
17712,2011,Yo San University of Traditional Chinese Medicine,Los Angeles,CA,90066,2
35791,2011,York College Pennsylvania,York,PA,17403-3651,2
50758,2011,York College,York,NE,68467-2699,2
12758,2011,York County Community College,Wells,ME,4090,4
13730,2011,York County School of Technology Practical Nursing,York,PA,17402-4696,7
34659,2011,York Technical College,Rock Hill,SC,29730,4
35762,2011,Yorktowne Business Institute,York,PA,17404,6
66850,2011,Young Harris College,Young Harris,GA,30582,2
40489,2011,Youngstown State University,Youngstown,OH,44555-0001,1
72139,2011,Yuba College,Marysville,CA,95901,4
15348,2011,Yukon Beauty College Inc,Yukon,OK,73099,9
41401,2011,Zane State College,Zanesville,OH,43701-2626,4
49895,2011,duCret School of Arts,Plainfield,NJ,7060,5
52442,2012,A T Still University of Health Sciences,Kirksville,MO,63501,2
13325,2012,ACT College,Arlington,VA,22209-2297,6
62686,2012,AIB College of Business,Des Moines,IA,50321-1799,2
17234,2012,ASA Institute of Business and Computer Technology,Brooklyn,NY,11201-9805,6
32762,2012,ATI Technical Training Center,Dallas,TX,75235,9
58912,2012,Aaron's Academy of Beauty,Waldorf,MD,20602,9
32874,2012,Abilene Christian University,Abilene,TX,79699,2
38946,2012,Abington Memorial Hospital Dixon School of Nursing,Willow Grove,PA,19090-1284,5
68103,2012,Abraham Baldwin Agricultural College,Tifton,GA,31793-2601,1
12402,2012,Academia Serrant Inc,Ponce,PR,00717-1568,9
54676,2012,Academy College,Minneapolis,MN,55420-1554,3
76905,2012,Academy of Art University,San Francisco,CA,94105,3
27032,2012,Academy of Careers and Technology,Beckley,WV,25801,7
76879,2012,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,2
51551,2012,Academy of Cosmetology Inc,Bozeman,MT,59715-3544,6
16316,2012,Academy of Cosmetology,Charleston,SC,29418-5607,9
19547,2012,Academy of Hair Design Four,Pearl,MS,39208,6
39716,2012,Academy of Hair Design Inc,Salem,OR,97301,6
53450,2012,Academy of Hair Design One,Grenada,MS,38901,6
21064,2012,Academy of Hair Design Three,Jackson,MS,39204,6
9414,2012,Academy of Hair Design,Beaumont,TX,77701-4650,9
50738,2012,Academy of Hair Design,Las Vegas,NV,89146,6
9427,2012,Academy of Hair Design,Lufkin,TX,75904,9
28357,2012,Academy of Hair Design,Wenatchee,WA,98801,6
20644,2012,Academy of Hair Technology,Greenville,SC,29615-2363,9
68951,2012,Academy of Healing Arts Massage & Facial Skin Care,Lake Worth,FL,33463-2113,9
38894,2012,Academy of Vocal Arts,Philadelphia,PA,19103-6685,2
19204,2012,Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,2
72106,2012,Adams State College,Alamosa,CO,81102,1
48688,2012,Adelphi University,Garden City,NY,11530-0701,2
13127,2012,Adirondack Beauty School,Glens Falls,NY,12801-0000,9
48675,2012,Adirondack Community College,Queensbury,NY,12804,4
66340,2012,Adler School of Professional Psychology,Chicago,IL,60602,2
56125,2012,Adrian College,Adrian,MI,49221-2575,2
50046,2012,Adult & Continuing Education-BCTS,Hackensack,NJ,07601-6637,7
18692,2012,Adult Center for Education,Zanesville,OH,43701,7
26884,2012,Advanced Institute of Hair Design,Greenfield,WI,53228,6
86168,2012,Advanced Technical Centers,Miami,FL,33166,8
29704,2012,Advanced Technology Institute,Virginia Beach,VA,23462,6
